temperature,vibration,pressure,operating_hours,failure
73.04717079754431,1.6264071535187863,113.93379062960122,16575.567653423564,0
59.60015893759504,1.1032330484319683,98.67904279862069,10790.712700880465,0
77.50451195806457,2.3859806123380736,89.163354860224,19810.20819871213,1
79.40564716391214,0.3774044758665504,108.0597338693266,16601.8128745656,0
50.48964811346164,0.9841842559913245,101.15020534610977,2759.545602732294,0
56.97820493137682,3.470151429675466,112.04755299183185,11821.212083788541,0
71.27840403167285,0.513409727753849,101.94375742384679,11617.152733658992,0
66.83757407656418,1.9990276765177102,99.8399881012263,13058.903434389995,0
69.83198842495712,1.4182834759415286,112.20896647019752,18815.131831548573,0
61.4695607242642,1.3088698163838972,87.6922692397041,9840.638266116857,0
78.79397974862829,3.7044777556411,95.31710156317594,1547.6292736763053,0
77.77791935428948,4.217442122403857,92.90109622515834,9586.627210506991,0
70.66030697561216,0.7799800902745743,82.43936177141373,15755.887738302858,0
81.27241206968033,1.7478592045346242,106.98541142413282,7172.175495871003,0
74.67509342252046,0.2699453363948169,95.54065268813649,542.0981184188367,0
61.40707537116762,3.5596435718490147,107.2429443331726,6064.864438132855,0
73.68750784082499,1.9194311679850737,103.11269192987683,13642.99889405924,0
60.411173991710015,0.4769476429436394,104.85713973302147,1720.1885617176304,0
78.78450301307272,1.0274084378277588,96.35680415327482,7519.296173784971,0
69.50074089013746,0.7150605738994126,93.88601484811961,2662.616700016709,0
68.15137636454739,0.9755070235310772,100.71808700175777,9518.571834623783,0
63.190704555960586,0.3030350586082484,107.35334546646536,2830.2698354417544,0
82.2254133867403,4.9684587105964555,99.59694395613006,2180.7395001942064,1
68.45470517931197,0.8084570966188708,94.38450941894166,13955.975838570053,0
65.71672177836894,1.9953565705328116,90.40785526881314,3160.031772740215,0
66.4786644951177,2.7222505057337556,101.63330412259062,3095.9158916765505,0
75.32309185553349,4.221569166288771,95.5674597205717,11850.38350932222,0
73.65444064364078,2.04869132665382,99.42607530088208,871.8762313169703,0
74.12732611595989,1.6064998803126729,98.08976974201073,659.8525760038565,0
74.30821003007883,2.11502422077756,96.44455220252364,8628.925378942131,0
91.41647600870462,0.7757888599516259,102.3504284860761,7301.909664491186,0
65.93584983615385,0.8366770351839347,104.43603267315285,10892.38804330991,0
64.87757270928462,1.5765433479504338,115.72223155720627,19869.692345804968,0
61.86227271752122,0.18573437683736782,106.06374171747609,8694.129920515836,0
76.15979422575495,1.1238557316168292,112.74945863579312,11521.167549143827,0
81.28972292720891,1.3469229647212362,93.45119702878611,18384.872523580532,0
68.86052542345125,6.6711642397235345,87.19244183418381,9663.58206042767,1
61.59843523037472,4.5985735580743885,99.88455795423873,15622.410511442755,0
61.755187843087604,2.7150612432624697,106.86421795319279,10973.05071885464,0
76.50592787824701,3.6220093236462376,105.60929374527544,12744.144956473086,0
77.43254171203442,0.8300539847711738,109.6910525786126,18650.048805543414,1
75.43154268305194,2.158481642699667,79.70763712811835,14.075366353760721,0
